epoch,train_loss,dev_loss,dev_auc,dev_ap,elapsed_s
1,0.692338764667511,0.6894186735153198,0.6725849541536981,0.6483775974429316,3.4064698750153184
2,0.6893839836120605,0.6864348649978638,0.7005108670155347,0.6688623217795275,6.8143732090247795
3,0.6868630051612854,0.6828393936157227,0.7175775266092874,0.6831876828630621,9.919616834027693
4,0.6832046508789062,0.6783886551856995,0.7309797231952966,0.6950344796022403,12.918069959036075
5,0.6788126826286316,0.6729328632354736,0.7361250402351551,0.6995101318304908,15.693334625044372
6,0.6730141043663025,0.6658981442451477,0.7411844344241438,0.705015888139334,18.732968542026356
7,0.6671544313430786,0.6567302346229553,0.747398893736202,0.7115402096511918,21.811973625037353
8,0.6585433483123779,0.6460472345352173,0.7527900668148215,0.7186464450120514,25.174078084004577
9,0.649124264717102,0.6344577074050903,0.7536856281010437,0.7204568447296412,28.364723459002562
10,0.6374016404151917,0.6210479736328125,0.7558786250009785,0.7237234573251009,31.559776375012007
11,0.6244720816612244,0.6061607003211975,0.7583310717123714,0.7266850831606492,34.7063601250411
12,0.6109697222709656,0.5897709727287292,0.7603723342273997,0.7297744031319437,37.66069662501104
13,0.5972999334335327,0.572572648525238,0.7621144003960434,0.7329496828035076,40.78187979204813
14,0.5798046588897705,0.5542528629302979,0.7643959871439393,0.7356491451266546,44.00513808400137
15,0.5601016283035278,0.5354884266853333,0.7679778229339537,0.7401016998107156,46.74987354205223
16,0.5386589169502258,0.5166233777999878,0.7726257626308037,0.7453497432087558,49.638338792021386
17,0.5205455422401428,0.49742987751960754,0.7795048835564893,0.7532345461510487,52.475091792002786
18,0.4971594512462616,0.4768024981021881,0.7888640343061075,0.7628949019318727,55.29272358404705
19,0.4783884286880493,0.458004891872406,0.797136397781975,0.771328684483175,58.138926917046774
20,0.45632269978523254,0.4384993314743042,0.8069023678141894,0.7810550962587348,61.228865959041286
21,0.435520201921463,0.4178036153316498,0.8176568863658653,0.7919889350746642,64.28154720901512
22,0.41461876034736633,0.40147241950035095,0.8277293397845962,0.8027038756127808,67.3162875000271
23,0.3957924246788025,0.3844090700149536,0.8362946268089796,0.8086381307075909,70.1274126250064
24,0.3809993863105774,0.36959192156791687,0.8435863114074323,0.8166475847914031,72.99976545904065
25,0.3618319630622864,0.3555532395839691,0.851236635727999,0.8228764046150584,76.53966750000836
26,0.3429938554763794,0.3469289243221283,0.8591455196510498,0.8273386993419918,80.79540745902341
27,0.3341400921344757,0.3332843780517578,0.8633143797850873,0.8330190744368269,84.99357641703682
28,0.3196255564689636,0.3219871520996094,0.8700920589543746,0.8362329577908911,89.08215120900422
29,0.30393359065055847,0.3140797019004822,0.8763877342115669,0.8421470391998364,93.3737931670039
30,0.2958676517009735,0.306305855512619,0.8761380730971307,0.8415844571838109,97.52514529204927
31,0.2886878252029419,0.30497533082962036,0.8852547170444443,0.8488679625470109,101.24075304204598
32,0.28317397832870483,0.29074826836586,0.8870287915396085,0.8489393749395111,104.92886879201978
33,0.2671230435371399,0.2863079011440277,0.8862876944117606,0.8481700069348429,108.83190541702788
34,0.26311373710632324,0.28621774911880493,0.8919480266772085,0.8532497733562623,112.44376416702289
35,0.2532252073287964,0.2786492705345154,0.8940280764951273,0.855647473378065,115.88351320900256
36,0.24449530243873596,0.26947978138923645,0.8931459743683416,0.8541333640594678,119.603481209022
37,0.24059560894966125,0.2637464702129364,0.8960696890496548,0.85703996748193,123.20721812505508
38,0.22810134291648865,0.26993411779403687,0.8966797099476633,0.8585903786476127,126.96070991700981
39,0.22803543508052826,0.2590097188949585,0.8978070404901364,0.8591197412892451,130.39734366704943
40,0.21680903434753418,0.2542724311351776,0.8974038089154399,0.8581785677991314,134.09658116701758
41,0.21695418655872345,0.2522893249988556,0.8984211379414,0.8594043413138596,137.28167133399984
42,0.20815828442573547,0.25660061836242676,0.8991178926620155,0.8617615128900156,140.62366758403368
43,0.20553265511989594,0.25268909335136414,0.900142046107576,0.8633181835559799,144.01905541704036
44,0.20321956276893616,0.2448509782552719,0.9006133461550707,0.8622049749118763,147.36007970903302
45,0.20006020367145538,0.24386467039585114,0.9003754019094158,0.8619992344101998,150.6189473340055
46,0.1966705620288849,0.24507009983062744,0.9020195908999411,0.8648172352432446,153.66276633401867
47,0.19305691123008728,0.24882756173610687,0.9011083677660152,0.8646784328217613,156.87368870904902
48,0.1942136436700821,0.24088093638420105,0.9024994774107243,0.8656793925960309,159.99686458404176
49,0.18940554559230804,0.2377958595752716,0.9019072236060184,0.8646774045714672,162.93249270902015
50,0.18787448108196259,0.23764926195144653,0.9023918600740194,0.8647979206429659,165.94253983400995
